,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2022,ALASKA,"VERTEBRATES, JAWED","91,130",41,"19,603",Public,Commercial,Gnathostomata ,914179,AKFIN
2022,CALIFORNIA,"ANCHOVY, NORTHERN","3,323,236","1,507","548,671",Public,Commercial,Engraulis mordax,161828,PACFIN
2022,CALIFORNIA,"BARRACUDA, PACIFIC",925,0,"2,378",Public,Commercial,Sphyraena argentea,170426,PACFIN
2022,CALIFORNIA,"BASS, WHITE SEA","163,652",74,"833,432",Public,Commercial,Atractoscion nobilis,169387,PACFIN
2022,CALIFORNIA,"BONITO, PACIFIC","3,246",1,"7,699",Public,Commercial,Sarda chiliensis,172408,PACFIN
2022,CALIFORNIA,CABEZON,"75,111",34,"445,518",Public,Commercial,Scorpaenichthys marmoratus,692068,PACFIN
2022,CALIFORNIA,"CLAM, PACIFIC RAZOR",,,,Confidential,Commercial,Siliqua patula,81008,PACFIN
2022,CALIFORNIA,CLAMS **,"28,333",13,"426,369",Public,Commercial,Bivalvia,79118,PACFIN
2022,CALIFORNIA,"COD, PACIFIC",,,,Confidential,Commercial,Gadus macrocephalus,164711,PACFIN
2022,CALIFORNIA,"CRAB, DUNGENESS","3,656,934","1,659","21,248,159",Public,Commercial,Cancer magister,98675,PACFIN
2022,CALIFORNIA,"CRAB, KING **","9,755",4,"71,442",Public,Commercial,Paralithodes,97934,PACFIN
2022,CALIFORNIA,"CRAB, RED ROCK","1,105,338",501,"2,620,025",Public,Commercial,Cancer productus,98672,PACFIN
2022,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2022,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","98,573",45,"395,824",Public,Commercial,Decapoda,95599,PACFIN
2022,CALIFORNIA,"CROAKER, PACIFIC WHITE","23,902",11,"20,586",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2022,CALIFORNIA,"CUCUMBERS, SEA **","108,229",49,"601,199",Public,Commercial,Holothuroidea,158140,PACFIN
2022,CALIFORNIA,DOLPHINFISH,"32,334",15,"111,597",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2022,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2022,CALIFORNIA,EELS **,144,0,259,Public,Commercial,Anguilliformes,161123,PACFIN
2022,CALIFORNIA,FLATFISHES **,900,0,663,Public,Commercial,Pleuronectiformes,172702,PACFIN
2022,CALIFORNIA,FLATFISHES **,,,,Confidential,Commercial,Pleuronectiformes,172702,PACFIN
2022,CALIFORNIA,"FLOUNDER, ARROWTOOTH","24,672",11,"1,532",Public,Commercial,Atheresthes stomias,172862,PACFIN
2022,CALIFORNIA,"FLOUNDER, PACIFIC, SANDDAB **","43,037",20,"39,089",Public,Commercial,Citharichthys ,172715,PACFIN
2022,CALIFORNIA,"FLOUNDER, PACIFIC, SANDDAB **",,,,Confidential,Commercial,Citharichthys ,172715,PACFIN
2022,CALIFORNIA,"FLOUNDER, STARRY",,,,Confidential,Commercial,Platichthys stellatus,172893,PACFIN
2022,CALIFORNIA,"FLOUNDER, STARRY","11,339",5,"12,075",Public,Commercial,Platichthys stellatus,172893,PACFIN
2022,CALIFORNIA,"FLOUNDER,PACIFIC,SANDDAB","6,061",3,"28,834",Public,Commercial,Citharichthys sordidus,172716,PACFIN
2022,CALIFORNIA,"FLOUNDERS, RIGHTEYE **",163,0,325,Public,Commercial,Pleuronectidae,172859,PACFIN
2022,CALIFORNIA,"GREENLING, KELP","6,966",3,"46,097",Public,Commercial,Hexagrammos decagrammus,167110,PACFIN
2022,CALIFORNIA,"GREENLING, KELP",,,,Confidential,Commercial,Hexagrammos decagrammus,167110,PACFIN
2022,CALIFORNIA,GREENLINGS **,984,0,"6,362",Public,Commercial,Hexagrammidae,167108,PACFIN
2022,CALIFORNIA,GRENADIERS **,"65,276",30,"25,458",Public,Commercial,Macrouridae,165332,PACFIN
2022,CALIFORNIA,"HAGFISH, BLACK",,,,Confidential,Commercial,Eptatretus deani,159756,PACFIN
2022,CALIFORNIA,"HAGFISH, PACIFIC","1,526,441",692,"1,535,395",Public,Commercial,Eptatretus stoutii,622244,PACFIN
2022,CALIFORNIA,"HAKE, PACIFIC (WHITING)","12,428",6,178,Public,Commercial,Merluccius productus,164792,PACFIN
2022,CALIFORNIA,"HALIBUT, CALIFORNIA","1,015,179",460,"5,466,920",Public,Commercial,Paralichthys californicus,172743,PACFIN
2022,CALIFORNIA,"HALIBUT, PACIFIC","6,461",3,"39,411",Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2022,CALIFORNIA,"HERRING, PACIFIC",,,,Confidential,Commercial,Clupea pallasii,551209,PACFIN
2022,CALIFORNIA,"HERRING, ROUND","14,877",7,"2,111",Public,Commercial,Etrumeus teres,161743,PACFIN
2022,CALIFORNIA,JACK MACKEREL,"70,985",32,"54,562",Public,Commercial,Trachurus symmetricus,168586,PACFIN
2022,CALIFORNIA,"JACK, YELLOWTAIL","24,110",11,"86,116",Public,Commercial,Seriola lalandi,168695,PACFIN
2022,CALIFORNIA,LINGCOD,"371,876",169,"659,470",Public,Commercial,Ophiodon elongatus,167116,PACFIN
2022,CALIFORNIA,"LOBSTER, CALIFORNIA SPINY","955,423",433,"18,431,568",Public,Commercial,Panulirus interruptus,97650,PACFIN
2022,CALIFORNIA,LOUVAR,91,0,779,Public,Commercial,Luvarus imperialis,172485,PACFIN
2022,CALIFORNIA,"MACKEREL, CHUB","1,196,746",543,"368,561",Public,Commercial,Scomber japonicus,172412,PACFIN
2022,CALIFORNIA,MOLLUSKS **,"72,149",33,"93,384",Public,Commercial,Mollusca,69458,PACFIN
2022,CALIFORNIA,OCTOPUSES **,"7,106",3,"9,433",Public,Commercial,Octopodidae,82590,PACFIN
2022,CALIFORNIA,"OYSTER, EDIBLE",,,,Confidential,Commercial,Ostrea edulis,79885,PACFIN
2022,CALIFORNIA,"OYSTER, PACIFIC","627,429",285,"9,381,953",Public,Commercial,Crassostrea gigas,79868,PACFIN
2022,CALIFORNIA,"PRICKLEBACK, MONKEYFACE",288,0,"2,072",Public,Commercial,Cebidichthys violaceus,171618,PACFIN
2022,CALIFORNIA,QUEENFISH,,,,Confidential,Commercial,Seriphus politus,169362,PACFIN
2022,CALIFORNIA,"RATFISH, SPOTTED","1,269",1,20,Public,Commercial,Hydrolagus colliei,161015,PACFIN
2022,CALIFORNIA,"ROCKFISH, AURORA","5,344",2,"2,821",Public,Commercial,Sebastes aurora,166709,PACFIN
2022,CALIFORNIA,"ROCKFISH, BANK","57,291",26,"43,374",Public,Commercial,Sebastes rufus,166761,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLACK","123,494",56,"304,101",Public,Commercial,Sebastes melanops,166727,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLACK-AND-YELLOW","35,616",16,"298,120",Public,Commercial,Sebastes chrysomelas,166773,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLACKGILL","147,587",67,"175,148",Public,Commercial,Sebastes melanostomus,166728,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLUE","30,353",14,"82,352",Public,Commercial,Sebastes mystinus,166730,PACFIN
2022,CALIFORNIA,"ROCKFISH, BOCACCIO","1,083,971",492,"600,929",Public,Commercial,Sebastes paucispinis,166733,PACFIN
2022,CALIFORNIA,"ROCKFISH, BROWN","48,152",22,"312,274",Public,Commercial,Sebastes auriculatus,166708,PACFIN
2022,CALIFORNIA,"ROCKFISH, CALICO",,,,Confidential,Commercial,Sebastes dallii,644576,PACFIN
2022,CALIFORNIA,"ROCKFISH, CANARY","246,056",112,"222,294",Public,Commercial,Sebastes pinniger,166734,PACFIN
2022,CALIFORNIA,"ROCKFISH, CHILIPEPPER","1,706,319",774,"915,077",Public,Commercial,Sebastes goodei,166722,PACFIN
2022,CALIFORNIA,"ROCKFISH, CHINA","10,298",5,"83,459",Public,Commercial,Sebastes nebulosus,166731,PACFIN
2022,CALIFORNIA,"ROCKFISH, COPPER","8,598",4,"42,898",Public,Commercial,Sebastes caurinus,166713,PACFIN
2022,CALIFORNIA,"ROCKFISH, COWCOD","2,003",1,664,Public,Commercial,Sebastes levis,166754,PACFIN
2022,CALIFORNIA,"ROCKFISH, DARKBLOTCHED","96,392",44,"39,180",Public,Commercial,Sebastes crameri,166715,PACFIN
2022,CALIFORNIA,"ROCKFISH, FLAG",371,0,"1,165",Public,Commercial,Sebastes rubrivinctus,166760,PACFIN
2022,CALIFORNIA,"ROCKFISH, GOPHER","68,814",31,"538,771",Public,Commercial,Sebastes carnatus,166767,PACFIN
2022,CALIFORNIA,"ROCKFISH, GRASS","6,391",3,"60,769",Public,Commercial,Sebastes rastrelliger,166759,PACFIN
2022,CALIFORNIA,"ROCKFISH, GRASS",,,,Confidential,Commercial,Sebastes rastrelliger,166759,PACFIN
2022,CALIFORNIA,"ROCKFISH, GREENBLOTCHED","2,554",1,"9,371",Public,Commercial,Sebastes rosenblatti,166771,PACFIN
2022,CALIFORNIA,"ROCKFISH, GREENSPOTTED","20,305",9,"47,048",Public,Commercial,Sebastes chlorostictus,166748,PACFIN
2022,CALIFORNIA,"ROCKFISH, GREENSTRIPED","7,001",3,"3,064",Public,Commercial,Sebastes elongatus,166717,PACFIN
2022,CALIFORNIA,"ROCKFISH, HONEYCOMB",143,0,426,Public,Commercial,Sebastes umbrosus,166765,PACFIN
2022,CALIFORNIA,"ROCKFISH, KELP","1,990",1,"9,418",Public,Commercial,Sebastes atrovirens,166747,PACFIN
2022,CALIFORNIA,"ROCKFISH, MEXICAN","4,515",2,"15,729",Public,Commercial,Sebastes macdonaldi,166755,PACFIN
2022,CALIFORNIA,"ROCKFISH, OLIVE","9,837",4,"24,921",Public,Commercial,Sebastes serranoides,166763,PACFIN
2022,CALIFORNIA,"ROCKFISH, PACIFIC OCEAN PERCH",904,0,298,Public,Commercial,Sebastes alutus,166707,PACFIN
2022,CALIFORNIA,"ROCKFISH, PINK",,,,Confidential,Commercial,Sebastes eos,166751,PACFIN
2022,CALIFORNIA,"ROCKFISH, PINKROSE",16,0,57,Public,Commercial,Sebastes simulator,166770,PACFIN
2022,CALIFORNIA,"ROCKFISH, QUILLBACK","2,906",1,"15,675",Public,Commercial,Sebastes maliger,166726,PACFIN
2022,CALIFORNIA,"ROCKFISH, REDBANDED","26,626",12,"12,008",Public,Commercial,Sebastes babcocki,166710,PACFIN
2022,CALIFORNIA,"ROCKFISH, ROSETHORN",112,0,340,Public,Commercial,Sebastes helvomaculatus,166723,PACFIN
2022,CALIFORNIA,"ROCKFISH, ROSY","1,024",0,"3,220",Public,Commercial,Sebastes rosaceus,166738,PACFIN
2022,CALIFORNIA,"ROCKFISH, ROUGHEYE/BLACKSPOT","3,233",1,"3,757",Public,Commercial,Sebastes aleutianus,166706,PACFIN
2022,CALIFORNIA,"ROCKFISH, ROUGHEYE/BLACKSPOT",,,,Confidential,Commercial,Sebastes aleutianus,166706,PACFIN
2022,CALIFORNIA,"ROCKFISH, SHORTBELLY","2,471",1,215,Public,Commercial,Sebastes jordani,166725,PACFIN
2022,CALIFORNIA,"ROCKFISH, SHORTBELLY",,,,Confidential,Commercial,Sebastes jordani,166725,PACFIN
2022,CALIFORNIA,"ROCKFISH, SHORTRAKER",,,,Confidential,Commercial,Sebastes borealis,166712,PACFIN
2022,CALIFORNIA,"ROCKFISH, SHORTRAKER",278,0,363,Public,Commercial,Sebastes borealis,166712,PACFIN
2022,CALIFORNIA,"ROCKFISH, SPECKLED","2,307",1,"7,215",Public,Commercial,Sebastes ovalis,166757,PACFIN
2022,CALIFORNIA,"ROCKFISH, SPLITNOSE","39,773",18,"3,417",Public,Commercial,Sebastes diploproa,166716,PACFIN
2022,CALIFORNIA,"ROCKFISH, SQUARESPOT",368,0,"1,669",Public,Commercial,Sebastes hopkinsi,166753,PACFIN
2022,CALIFORNIA,"ROCKFISH, STARRY","4,420",2,"14,451",Public,Commercial,Sebastes constellatus,166749,PACFIN
2022,CALIFORNIA,"ROCKFISH, STRIPETAIL","3,019",1,527,Public,Commercial,Sebastes saxicola,166741,PACFIN
2022,CALIFORNIA,"ROCKFISH, SWORDSPINE",,,,Confidential,Commercial,Sebastes ensifer,166768,PACFIN
2022,CALIFORNIA,"ROCKFISH, TIGER",,,,Confidential,Commercial,Sebastes nigrocinctus,166732,PACFIN
2022,CALIFORNIA,"ROCKFISH, TREEFISH","5,224",2,"49,741",Public,Commercial,Sebastes serriceps,166764,PACFIN
2022,CALIFORNIA,"ROCKFISH, VERMILION","200,036",91,"686,542",Public,Commercial,Sebastes miniatus,166729,PACFIN
2022,CALIFORNIA,"ROCKFISH, WIDOW","1,251,709",568,"515,266",Public,Commercial,Sebastes entomelas,166719,PACFIN
2022,CALIFORNIA,"ROCKFISH, YELLOWEYE",282,0,225,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2022,CALIFORNIA,"ROCKFISH, YELLOWTAIL","79,964",36,"253,827",Public,Commercial,Sebastes flavidus,166720,PACFIN
2022,CALIFORNIA,ROCKFISHES **,"31,844",14,"37,981",Public,Commercial,Sebastes ,166705,PACFIN
2022,CALIFORNIA,SABLEFISH,"3,864,104","1,753","6,202,918",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2022,CALIFORNIA,"SALMON, CHINOOK","2,615,320","1,186","16,296,325",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2022,CALIFORNIA,"SALMON, CHUM",,,,Confidential,Commercial,Oncorhynchus keta,161976,PACFIN
2022,CALIFORNIA,"SARDINE, PACIFIC","3,897,901","1,768","1,661,715",Public,Commercial,Sardinops sagax,161729,PACFIN
2022,CALIFORNIA,SCALLOPS **,,,,Confidential,Commercial,Pectinidae,79611,PACFIN
2022,CALIFORNIA,SCALLOPS **,,,12,Public,Commercial,Pectinidae,79611,PACFIN
2022,CALIFORNIA,SCORPIONFISHES **,"4,046",2,"23,282",Public,Commercial,Scorpaenidae,166704,PACFIN
2022,CALIFORNIA,SCULPINS **,142,0,196,Public,Commercial,Cottidae,167196,PACFIN
2022,CALIFORNIA,"SEA BASS, GIANT","7,050",3,"25,067",Public,Commercial,Stereolepis gigas,167918,PACFIN
2022,CALIFORNIA,"SHAD, AMERICAN","6,641",3,"17,436",Public,Commercial,Alosa sapidissima,161702,PACFIN
2022,CALIFORNIA,"SHARK, BLUE",374,0,353,Public,Commercial,Prionace glauca,160424,PACFIN
2022,CALIFORNIA,"SHARK, DOGFISH, SPINY","3,287",1,"2,488",Public,Commercial,Squalus acanthias,160617,PACFIN
2022,CALIFORNIA,"SHARK, LEOPARD","6,753",3,"6,365",Public,Commercial,Triakis semifasciata,160448,PACFIN
2022,CALIFORNIA,"SHARK, MAKO, SHORTFIN","12,845",6,"13,700",Public,Commercial,Isurus oxyrinchus,159924,PACFIN
2022,CALIFORNIA,"SHARK, PACIFIC ANGEL","44,100",20,"33,711",Public,Commercial,Squatina californica,160785,PACFIN
2022,CALIFORNIA,"SHARK, THRESHER","97,627",44,"71,128",Public,Commercial,Alopias vulpinus,159916,PACFIN
2022,CALIFORNIA,"SHARK, THRESHER, BIGEYE",,,,Confidential,Commercial,Alopias superciliosus,159921,PACFIN
2022,CALIFORNIA,"SHARK, TOPE","25,268",11,"18,457",Public,Commercial,Galeorhinus galeus,160181,PACFIN
2022,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","7,406",3,"3,245",Public,Commercial,Chondrichthyes,159785,PACFIN
2022,CALIFORNIA,"SHARKS, THRESHER **",,,,Confidential,Commercial,Alopias,159915,PACFIN
2022,CALIFORNIA,"SHEEPHEAD, CALIFORNIA","84,937",39,"446,222",Public,Commercial,Semicossyphus pulcher,170744,PACFIN
2022,CALIFORNIA,"SHRIMP, BRINE","590,651",268,"36,183",Public,Commercial,Artemia salina,83691,PACFIN
2022,CALIFORNIA,"SHRIMP, OCEAN",,,,Confidential,Commercial,Pandalus jordani,96970,PACFIN
2022,CALIFORNIA,"SHRIMP, PACIFIC ROCK","190,201",86,"742,925",Public,Commercial,Sicyonia ingentis,96038,PACFIN
2022,CALIFORNIA,"SHRIMP, SPOT","213,009",97,"3,953,465",Public,Commercial,Pandalus platyceros,96979,PACFIN
2022,CALIFORNIA,"SHRIMPS, PENAEID **","103,447",47,"873,710",Public,Commercial,Penaeidae,95602,PACFIN
2022,CALIFORNIA,"SHRIMPS, PENAEID **",,,,Confidential,Commercial,Penaeidae,95602,PACFIN
2022,CALIFORNIA,"SKATE, BIG","36,148",16,"7,797",Public,Commercial,Raja binoculata,160848,PACFIN
2022,CALIFORNIA,"SKATE, CALIFORNIA","6,026",3,"3,155",Public,Commercial,Raja inornata,160849,PACFIN
2022,CALIFORNIA,"SKATES, RAJIDAE (FAMILY) **","314,401",143,"86,373",Public,Commercial,Rajidae,160845,PACFIN
2022,CALIFORNIA,SMELTS **,"188,392",85,"110,387",Public,Commercial,Osmeridae,162028,PACFIN
2022,CALIFORNIA,"SOLE, BIGMOUTH",,,,Confidential,Commercial,Hippoglossina stomata,172784,PACFIN
2022,CALIFORNIA,"SOLE, BUTTER",,,,Confidential,Commercial,Isopsetta isolepis,172919,PACFIN
2022,CALIFORNIA,"SOLE, CURLFIN","1,257",1,"1,656",Public,Commercial,Pleuronichthys decurrens,172924,PACFIN
2022,CALIFORNIA,"SOLE, DOVER","3,177,402","1,441","1,214,334",Public,Commercial,Microstomus pacificus,172887,PACFIN
2022,CALIFORNIA,"SOLE, ENGLISH","83,392",38,"25,099",Public,Commercial,Parophrys vetulus,172921,PACFIN
2022,CALIFORNIA,"SOLE, FANTAIL","3,893",2,"8,256",Public,Commercial,Xystreurys liolepis,172800,PACFIN
2022,CALIFORNIA,"SOLE, PETRALE","2,130,463",966,"2,337,178",Public,Commercial,Eopsetta jordani,172868,PACFIN
2022,CALIFORNIA,"SOLE, REX",,,,Confidential,Commercial,Glyptocephalus zachirus,172978,PACFIN
2022,CALIFORNIA,"SOLE, REX","149,484",68,"56,630",Public,Commercial,Glyptocephalus zachirus,172978,PACFIN
2022,CALIFORNIA,"SOLE, ROCK",443,0,773,Public,Commercial,Paraplagusia bilineata,173105,PACFIN
2022,CALIFORNIA,"SOLE, SAND","17,611",8,"18,255",Public,Commercial,Psettichthys melanostictus,172928,PACFIN
2022,CALIFORNIA,"SOLE, SLENDER",,,,Confidential,Commercial,Lyopsetta exilis,172871,PACFIN
2022,CALIFORNIA,"SQUID, CALIFORNIA MARKET","141,193,737","64,045","84,361,960",Public,Commercial,Loligo opalescens,82371,PACFIN
2022,CALIFORNIA,"SUNFISH, OCEAN",,,,Confidential,Commercial,Mola mola,173414,PACFIN
2022,CALIFORNIA,SURFPERCHES **,"4,633",2,"21,730",Public,Commercial,Embiotocidae,169735,PACFIN
2022,CALIFORNIA,SWORDFISH,"452,610",205,"1,723,905",Public,Commercial,Xiphias gladius,172482,PACFIN
2022,CALIFORNIA,"THORNYHEAD, LONGSPINE","127,309",58,"82,076",Public,Commercial,Sebastolobus altivelis,166784,PACFIN
2022,CALIFORNIA,"THORNYHEAD, SHORTSPINE","337,519",153,"1,171,971",Public,Commercial,Sebastolobus alascanus,166783,PACFIN
2022,CALIFORNIA,"TOMCOD, PACIFIC",,,,Confidential,Commercial,Microgadus proximus,164719,PACFIN
2022,CALIFORNIA,"TUNA, ALBACORE","495,898",225,"976,577",Public,Commercial,Thunnus alalunga,172419,PACFIN
2022,CALIFORNIA,"TUNA, BIGEYE","509,879",231,"1,938,769",Public,Commercial,Thunnus obesus,172428,PACFIN
2022,CALIFORNIA,"TUNA, BLUEFIN PACIFIC","810,929",368,"2,215,658",Public,Commercial,Thunnus orientalis,172422,PACFIN
2022,CALIFORNIA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,PACFIN
2022,CALIFORNIA,"TUNA, YELLOWFIN","1,075,991",488,"1,134,993",Public,Commercial,Thunnus albacares,172423,PACFIN
2022,CALIFORNIA,TUNAS **,,,,Confidential,Commercial,Thunnus,172418,PACFIN
2022,CALIFORNIA,"TURBOT, HORNYHEAD",224,0,255,Public,Commercial,Pleuronichthys verticalis,172926,PACFIN
2022,CALIFORNIA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","2,984,700","1,354","10,464,934",Public,Commercial,Strongylocentrotus,157968,PACFIN
2022,CALIFORNIA,"VERTEBRATES, JAWED",,,,Confidential,Commercial,Gnathostomata ,914179,PACFIN
2022,CALIFORNIA,"VERTEBRATES, JAWED","187,196",85,"233,308",Public,Commercial,Gnathostomata ,914179,PACFIN
2022,CALIFORNIA,"WHITEFISH, OCEAN","18,099",8,"66,840",Public,Commercial,Caulolatilus princeps,168540,PACFIN
2022,CALIFORNIA,WITHHELD FOR CONFIDENTIALITY,"80,531",37,"162,899",Public,Commercial,Other,0,PACFIN
2022,CALIFORNIA,WOLF-EEL,49,0,171,Public,Commercial,Anarrhichthys ocellatus,171345,PACFIN
2022,CONNECTICUT,"BASS, BLACK SEA","863,177",392,,Public,Recreational,,167687,MRIP
2022,CONNECTICUT,"BASS, BLACK SEA","278,235",126,"825,586",Public,Commercial,Centropristis striata,167687,ACCSP
2022,CONNECTICUT,"BASS, STRIPED","6,121",3,"23,696",Public,Commercial,Morone saxatilis,167680,ACCSP
2022,CONNECTICUT,"BASS, STRIPED","1,293,929",587,,Public,Recreational,,167680,MRIP
2022,CONNECTICUT,BLUEFISH,"533,433",242,,Public,Recreational,,168559,MRIP
2022,CONNECTICUT,BLUEFISH,"42,274",19,"54,805",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2022,CONNECTICUT,"BONITO, ATLANTIC",100,0,140,Public,Commercial,Sarda sarda,172409,ACCSP
2022,CONNECTICUT,BUTTERFISH,"45,663",21,"54,392",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2022,CONNECTICUT,"CARP, COMMON",963,0,424,Public,Commercial,Cyprinus carpio,163344,ACCSP
2022,CONNECTICUT,"CATFISH, BLUE",266,0,176,Public,Commercial,Ictalurus furcatus,163997,ACCSP
2022,CONNECTICUT,"CATFISH, CHANNEL",,,2,Public,Commercial,Ictalurus punctatus,163998,ACCSP
2022,CONNECTICUT,"CATFISHES, BULLHEAD **","2,199",1,"2,265",Public,Commercial,Ictaluridae,163995,ACCSP
2022,CONNECTICUT,"COD, ATLANTIC",511,0,"1,449",Public,Commercial,Gadus morhua,164712,ACCSP
2022,CONNECTICUT,"COD, ATLANTIC","2,324",1,,Public,Recreational,,164712,MRIP
2022,CONNECTICUT,CONCHS **,"189,970",86,"1,710,734",Public,Commercial,Strombidae,72554,ACCSP
2022,CONNECTICUT,"CRAB, BLUE",968,0,"3,312",Public,Commercial,Callinectes sapidus,98696,ACCSP
2022,CONNECTICUT,"CRAB, GREEN","42,859",19,"20,507",Public,Commercial,Carcinus maenas,98734,ACCSP
2022,CONNECTICUT,"CRAB, HORSESHOE","3,586",2,"3,174",Public,Commercial,Limulus polyphemus,82703,ACCSP
2022,CONNECTICUT,"CRAB, JONAH",20,0,20,Public,Commercial,Cancer borealis,98678,ACCSP
2022,CONNECTICUT,"CRABS, HEMIGRAPSUS **",140,0,,Public,Commercial,Hemigrapsus,99034,ACCSP
2022,CONNECTICUT,CUNNER,4,0,3,Public,Commercial,Tautogolabrus adspersus,170481,ACCSP
2022,CONNECTICUT,DOLPHINFISH,"16,993",8,,Public,Recreational,,168791,MRIP
2022,CONNECTICUT,DOLPHINFISH **,70,0,203,Public,Commercial,Coryphaena spp.,168790,ACCSP
2022,CONNECTICUT,"DORY, BUCKLER",899,0,515,Public,Commercial,Zenopsis conchifera,166284,ACCSP
2022,CONNECTICUT,"DRUM, BLACK",8,0,8,Public,Commercial,Pogonias cromis,169288,ACCSP
2022,CONNECTICUT,"EEL, AMERICAN","3,755",2,"8,176",Public,Commercial,Anguilla rostrata,161127,ACCSP
2022,CONNECTICUT,"EEL, CONGER",526,0,587,Public,Commercial,Conger oceanicus,161326,ACCSP
2022,CONNECTICUT,"FLOUNDER, AMERICAN PLAICE",799,0,"1,020",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2022,CONNECTICUT,"FLOUNDER, FOURSPOT","1,281",1,"1,952",Public,Commercial,Paralichthys oblongus,172739,ACCSP
2022,CONNECTICUT,"FLOUNDER, SUMMER","411,603",187,,Public,Recreational,,172735,MRIP
2022,CONNECTICUT,"FLOUNDER, SUMMER","902,836",410,"2,543,596",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2022,CONNECTICUT,"FLOUNDER, WINTER","7,567",3,"21,372",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2022,CONNECTICUT,"FLOUNDER, WINTER",137,0,,Public,Recreational,,172905,MRIP
2022,CONNECTICUT,"FLOUNDER, WITCH",894,0,"1,677",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2022,CONNECTICUT,GOOSEFISH,"45,124",20,"34,050",Public,Commercial,Lophius americanus,164499,ACCSP
2022,CONNECTICUT,HADDOCK,375,0,574,Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2022,CONNECTICUT,"HAKE, RED","13,441",6,"11,160",Public,Commercial,Urophycis chuss,164730,ACCSP
2022,CONNECTICUT,"HAKE, SILVER","344,112",156,"395,992",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2022,CONNECTICUT,"HAKE, SPOTTED",11,0,,Public,Recreational,,164731,MRIP
2022,CONNECTICUT,"HAKE, WHITE",20,0,35,Public,Commercial,Urophycis tenuis,164732,ACCSP
2022,CONNECTICUT,"HAKES, MERLUCCIUS (GENUS) **",60,0,120,Public,Commercial,Merluccius,164790,ACCSP
2022,CONNECTICUT,"HERRING, ATLANTIC",345,0,186,Public,Commercial,Clupea harengus,161722,ACCSP
2022,CONNECTICUT,KILLIFISHES **,132,0,,Public,Commercial,Cyprinodontidae,165629,ACCSP
2022,CONNECTICUT,"KINGFISH, NORTHERN",492,0,682,Public,Commercial,Menticirrhus saxatilis,169276,ACCSP
2022,CONNECTICUT,"KINGFISH, NORTHERN","4,883",2,,Public,Recreational,,169276,MRIP
2022,CONNECTICUT,KINGFISHES **,"35,268",16,"51,886",Public,Commercial,Menticirrhus,169273,ACCSP
2022,CONNECTICUT,"LOBSTER, AMERICAN","88,654",40,"612,684",Public,Commercial,Homarus americanus,97314,ACCSP
2022,CONNECTICUT,MACKEREL FAMILY,,,,Public,Recreational,,172398,MRIP
2022,CONNECTICUT,"MACKEREL, ATLANTIC",406,0,,Public,Recreational,,172414,MRIP
2022,CONNECTICUT,"MACKEREL, ATLANTIC","16,435",7,"12,744",Public,Commercial,Scomber scombrus,172414,ACCSP
2022,CONNECTICUT,"MACKEREL, ATLANTIC CHUB",14,0,12,Public,Commercial,Scomber colias,172413,ACCSP
2022,CONNECTICUT,"MACKEREL, CHUB","5,276",2,,Public,Recreational,,172412,MRIP
2022,CONNECTICUT,"MENHADEN, ATLANTIC","566,156",257,,Public,Recreational,,161732,MRIP
2022,CONNECTICUT,MENHADENS **,"299,252",136,"68,185",Public,Commercial,Brevoortia ,161731,ACCSP
2022,CONNECTICUT,MINNOWS **,26,0,13,Public,Commercial,Cyprinidae,163342,ACCSP
2022,CONNECTICUT,MULLETS **,263,0,337,Public,Commercial,Mugilidae,170333,ACCSP
2022,CONNECTICUT,MUMMICHOG,132,0,890,Public,Commercial,Fundulus heteroclitus,165647,ACCSP
2022,CONNECTICUT,OCTOPUSES **,12,0,24,Public,Commercial,Octopodidae,82590,ACCSP
2022,CONNECTICUT,"PERCH, WHITE","5,829",3,,Public,Recreational,,167678,MRIP
